coseq_kmeans	hclust	PrimaryStage	StageBias	Label
FBgn0037750	2	4	E6	E6	early_constraint
FBgn0037756	3	5	E1	E1	inverse_hourglass
FBgn0037758	4	2	E3	broad	late_constraint
FBgn0037760	3	5	E3	broad	inverse_hourglass
FBgn0037770	4	1	E1	E1	late_constraint
FBgn0037773	6	4	E1	E1	uniform_low
FBgn0037777	6	2	E7	E7	uniform_low
FBgn0037778	4	2	E1	E1	late_constraint
FBgn0037780	1	1	E1	E1	hourglass
FBgn0037788	4	2	E7	E7	late_constraint
FBgn0037792	1	3	E1	E1	hourglass
FBgn0037794	4	1	E1	E1	late_constraint
FBgn0037815	1	2	E2	E2	hourglass
FBgn0037816	5	1	E2	E2	uniform_high
FBgn0037819	2	3	E5	E5	early_constraint
FBgn0037822	2	4	E1	E1	early_constraint
FBgn0037831	6	3	E2	E2	uniform_low
FBgn0037838	5	1	E1	E1	uniform_high
FBgn0037842	5	5	E1	E1	uniform_high
FBgn0037848	5	1	E3	E3	uniform_high
FBgn0037853	6	2	E6	E6	uniform_low
FBgn0037855	3	5	E1	E1	inverse_hourglass
FBgn0037875	1	5	E4	broad	hourglass
FBgn0037876	2	4	E1	E1	early_constraint
FBgn0037877	2	2	E1	E1	early_constraint
FBgn0037880	5	3	E4	E4	uniform_high
FBgn0037881	5	2	E1	broad	uniform_high
FBgn0037882	5	5	E2	E2	uniform_high
FBgn0037883	6	1	E1	E1	uniform_low
FBgn0037885	3	5	E2	E2	inverse_hourglass
FBgn0037892	6	3	E7	broad	uniform_low
FBgn0037895	2	4	E7	E7	early_constraint
FBgn0037898	2	4	E1	E1	early_constraint
FBgn0037900	4	3	E3	broad	late_constraint
FBgn0037902	1	1	E2	E2	hourglass
FBgn0037911	2	4	E4	E4	early_constraint
FBgn0037913	3	2	E1	broad	inverse_hourglass
FBgn0037917	4	2	E5	E5	late_constraint
FBgn0037930	6	1	E2	E2	uniform_low
FBgn0037935	3	3	E8	E8	inverse_hourglass
FBgn0037942	1	1	E7	broad	hourglass
FBgn0037943	2	4	E2	E2	early_constraint
FBgn0037955	4	5	E7	E7	late_constraint
FBgn0037956	4	2	E4	E4	late_constraint
FBgn0037963	3	5	E2	broad	inverse_hourglass
FBgn0037972	4	5	E3	E3	late_constraint
FBgn0037973	5	1	E7	E7	uniform_high
FBgn0037978	3	5	E3	broad	inverse_hourglass
FBgn0037980	1	1	E2	E2	hourglass
FBgn0037996	2	4	E7	E7	early_constraint
FBgn0037998	4	1	E3	E3	late_constraint
FBgn0037999	4	2	E1	E1	late_constraint
FBgn0038013	6	2	E1	E1	uniform_low
FBgn0038016	5	2	E3	broad	uniform_high
FBgn0038020	5	5	E1	E1	uniform_high
FBgn0038034	1	1	E6	E6	hourglass
FBgn0038035	5	1	E1	E1	uniform_high
FBgn0038037	3	2	E7	E7	inverse_hourglass
FBgn0038043	6	5	E2	E2	uniform_low
FBgn0038053	6	5	E3	E3	uniform_low
FBgn0038055	5	3	E3	E3	uniform_high
FBgn0038057	4	2	E1	E1	late_constraint
FBgn0038058	2	4	E1	E1	early_constraint
FBgn0038071	6	5	E2	E2	uniform_low
FBgn0038095	3	3	E5	E5	inverse_hourglass
FBgn0038100	5	5	E6	broad	uniform_high
FBgn0038106	1	1	E7	broad	hourglass
FBgn0038108	4	2	E4	E4	late_constraint
FBgn0038110	1	3	E2	E2	hourglass
FBgn0038136	2	4	E6	E6	early_constraint
FBgn0038150	6	5	E3	E3	uniform_low
FBgn0038161	2	4	E6	E6	early_constraint
FBgn0038167	5	3	E4	E4	uniform_high
FBgn0038168	5	5	E3	E3	uniform_high
FBgn0038180	3	3	E6	E6	inverse_hourglass
FBgn0038181	2	4	E6	E6	early_constraint
FBgn0038194	5	2	E7	E7	uniform_high
FBgn0038195	6	1	E7	broad	uniform_low
FBgn0038196	4	1	E2	broad	late_constraint
FBgn0038198	2	3	E4	E4	early_constraint
FBgn0038233	4	1	E1	E1	late_constraint
FBgn0038235	6	3	E1	E1	uniform_low
FBgn0038243	2	4	E8	E8	early_constraint
FBgn0038244	3	5	E5	broad	inverse_hourglass
FBgn0038251	1	1	E1	E1	hourglass
FBgn0038252	6	1	E1	E1	uniform_low
FBgn0038272	2	4	E2	E2	early_constraint
FBgn0038286	5	3	E6	E6	uniform_high
FBgn0038292	2	4	E7	E7	early_constraint
FBgn0038300	6	5	E1	E1	uniform_low
FBgn0038301	5	2	E2	E2	uniform_high
FBgn0038302	2	3	E1	E1	early_constraint
FBgn0038303	5	5	E1	E1	uniform_high
FBgn0038313	6	1	E2	broad	uniform_low
FBgn0038318	5	3	E3	E3	uniform_high
FBgn0038319	6	2	E7	broad	uniform_low
FBgn0038320	6	5	E4	E4	uniform_low
FBgn0038321	2	4	E6	E6	early_constraint
FBgn0038325	1	3	E3	E3	hourglass
FBgn0038327	6	1	E2	E2	uniform_low
FBgn0038360	2	1	E4	broad	early_constraint
FBgn0038363	6	3	E2	broad	uniform_low
FBgn0038366	2	4	E5	E5	early_constraint
FBgn0038381	5	3	E1	E1	uniform_high
FBgn0038387	1	1	E7	E7	hourglass
FBgn0038388	1	5	E1	E1	hourglass
FBgn0038389	6	1	E1	E1	uniform_low
FBgn0038391	3	2	E4	E4	inverse_hourglass
FBgn0038396	6	5	E2	E2	uniform_low
FBgn0038401	1	1	E6	broad	hourglass
FBgn0038407	2	2	E6	E6	early_constraint
FBgn0038416	2	1	E7	E7	early_constraint
FBgn0038419	5	4	E8	E8	uniform_high
FBgn0038421	6	1	E2	E2	uniform_low
FBgn0038424	1	1	E6	broad	hourglass
FBgn0038425	2	3	E1	E1	early_constraint
FBgn0038427	1	3	E6	broad	hourglass
FBgn0038432	4	5	E1	broad	late_constraint
FBgn0038437	6	3	E1	E1	uniform_low
FBgn0038438	4	5	E1	E1	late_constraint
FBgn0038446	6	1	E2	E2	uniform_low
FBgn0038454	5	1	E1	E1	uniform_high
FBgn0038460	2	3	E7	E7	early_constraint
FBgn0038461	6	5	E1	E1	uniform_low
FBgn0038463	4	1	E7	broad	late_constraint
FBgn0038471	6	4	E1	E1	uniform_low
FBgn0038472	6	2	E1	E1	uniform_low
FBgn0038473	1	4	E1	E1	hourglass
FBgn0038474	6	2	E1	broad	uniform_low
FBgn0038475	4	2	E1	E1	late_constraint
FBgn0038488	4	1	E1	broad	late_constraint
FBgn0038491	3	2	E1	E1	inverse_hourglass
FBgn0038499	1	1	E1	E1	hourglass
FBgn0038515	1	3	E6	broad	hourglass
FBgn0038519	4	1	E1	broad	late_constraint
FBgn0038526	2	4	E5	E5	early_constraint
FBgn0038528	2	4	E6	E6	early_constraint
FBgn0038533	6	5	E1	E1	uniform_low
FBgn0038535	3	2	E4	broad	inverse_hourglass
FBgn0038546	4	5	E3	broad	late_constraint
FBgn0038551	6	4	E1	E1	uniform_low
FBgn0038552	5	4	E2	broad	uniform_high
FBgn0038566	6	1	E1	E1	uniform_low
FBgn0038577	6	3	E2	E2	uniform_low
FBgn0038582	5	4	E2	E2	uniform_high
FBgn0038584	5	3	E2	E2	uniform_high
FBgn0038585	1	1	E2	E2	hourglass
FBgn0038586	4	5	E1	E1	late_constraint
FBgn0038588	1	1	E1	E1	hourglass
FBgn0038593	3	2	E1	E1	inverse_hourglass
FBgn0038596	4	2	E4	E4	late_constraint
FBgn0038597	1	3	E3	E3	hourglass
FBgn0038601	1	3	E1	E1	hourglass
FBgn0038603	2	4	E4	E4	early_constraint
FBgn0038609	1	3	E2	E2	hourglass
FBgn0038613	2	4	E6	E6	early_constraint
FBgn0038619	1	1	E2	E2	hourglass
FBgn0038627	2	2	E1	E1	early_constraint
FBgn0038639	3	3	E1	E1	inverse_hourglass
FBgn0038640	4	5	E1	broad	late_constraint
FBgn0038643	2	4	E7	E7	early_constraint
FBgn0038645	2	4	E7	E7	early_constraint
FBgn0038646	2	4	E7	E7	early_constraint
FBgn0038649	5	1	E5	E5	uniform_high
FBgn0038658	2	4	E8	E8	early_constraint
FBgn0038659	6	4	E5	broad	uniform_low
FBgn0038662	6	1	E1	broad	uniform_low
FBgn0038666	3	5	E2	E2	inverse_hourglass
FBgn0038673	6	2	E1	E1	uniform_low
FBgn0038674	5	2	E5	E5	uniform_high
FBgn0038675	1	5	E1	E1	hourglass
FBgn0038678	6	2	E1	broad	uniform_low
FBgn0038681	5	4	E7	E7	uniform_high
FBgn0038686	5	1	E3	broad	uniform_high
FBgn0038701	2	4	E7	E7	early_constraint
FBgn0038704	5	1	E1	E1	uniform_high
FBgn0038720	2	1	E6	E6	early_constraint
FBgn0038722	5	3	E1	E1	uniform_high
FBgn0038735	2	3	E1	E1	early_constraint
FBgn0038737	4	5	E2	broad	late_constraint
FBgn0038739	6	1	E1	E1	uniform_low
FBgn0038740	2	4	E6	E6	early_constraint
FBgn0038741	5	3	E2	E2	uniform_high
FBgn0038745	5	5	E6	broad	uniform_high
FBgn0038755	4	4	E4	broad	late_constraint
FBgn0038760	1	1	E3	E3	hourglass
FBgn0038765	3	2	E1	E1	inverse_hourglass
FBgn0038766	4	5	E1	E1	late_constraint
FBgn0038767	1	1	E1	E1	hourglass
FBgn0038768	4	1	E1	E1	late_constraint
FBgn0038772	1	1	E1	E1	hourglass
FBgn0038787	6	5	E3	E3	uniform_low
FBgn0038788	4	2	E3	broad	late_constraint
FBgn0038803	5	5	E6	E6	uniform_high
FBgn0038804	3	2	E7	E7	inverse_hourglass
FBgn0038805	3	2	E1	broad	inverse_hourglass
FBgn0038806	6	3	E2	broad	uniform_low
FBgn0038808	6	3	E2	E2	uniform_low
FBgn0038809	2	3	E1	broad	early_constraint
FBgn0038810	4	5	E6	E6	late_constraint
FBgn0038811	2	4	E2	broad	early_constraint
FBgn0038828	1	3	E1	E1	hourglass
FBgn0038842	2	2	E8	E8	early_constraint
FBgn0038845	2	4	E6	E6	early_constraint
FBgn0038853	3	5	E1	E1	inverse_hourglass
FBgn0038854	5	3	E1	E1	uniform_high
FBgn0038855	6	1	E1	E1	uniform_low
FBgn0038857	6	1	E1	E1	uniform_low
FBgn0038858	2	4	E7	E7	early_constraint
FBgn0038860	5	1	E1	E1	uniform_high
FBgn0038861	2	4	E3	broad	early_constraint
FBgn0038862	5	1	E6	broad	uniform_high
FBgn0038866	2	4	E7	E7	early_constraint
FBgn0038868	2	3	E4	broad	early_constraint
FBgn0038871	1	1	E2	broad	hourglass
FBgn0038872	3	5	E2	E2	inverse_hourglass
FBgn0038876	2	4	E1	broad	early_constraint
FBgn0038877	4	1	E6	broad	late_constraint
FBgn0038881	3	2	E3	E3	inverse_hourglass
FBgn0038890	5	3	E5	E5	uniform_high
FBgn0038893	5	4	E1	broad	uniform_high
FBgn0038903	1	1	E2	E2	hourglass
FBgn0038912	3	4	E5	broad	inverse_hourglass
FBgn0038922	6	4	E7	broad	uniform_low
FBgn0038925	6	3	E7	broad	uniform_low
FBgn0038928	1	3	E1	E1	hourglass
FBgn0038948	5	2	E3	broad	uniform_high
FBgn0038961	4	2	E5	broad	late_constraint
FBgn0038965	5	5	E1	E1	uniform_high
FBgn0038968	1	1	E2	E2	hourglass
FBgn0038972	6	4	E1	E1	uniform_low
FBgn0038974	5	1	E7	E7	uniform_high
FBgn0038989	2	4	E2	E2	early_constraint
FBgn0039003	1	1	E3	E3	hourglass
FBgn0039004	1	1	E2	E2	hourglass
FBgn0039006	2	1	E8	E8	early_constraint
FBgn0039017	4	1	E1	E1	late_constraint
FBgn0039019	4	5	E2	E2	late_constraint
FBgn0039020	6	1	E1	E1	uniform_low
FBgn0039024	2	4	E6	E6	early_constraint
FBgn0039025	5	4	E1	broad	uniform_high
FBgn0039026	4	2	E4	E4	late_constraint
FBgn0039031	6	2	E8	E8	uniform_low
FBgn0039043	2	3	E4	E4	early_constraint
FBgn0039044	1	1	E1	E1	hourglass
FBgn0039052	3	2	E4	E4	inverse_hourglass
FBgn0039055	5	2	E1	E1	uniform_high
FBgn0039065	1	5	E2	E2	hourglass
FBgn0039068	1	3	E2	E2	hourglass
FBgn0039069	2	4	E6	E6	early_constraint
FBgn0039081	2	4	E7	E7	early_constraint
FBgn0039094	6	2	E7	E7	uniform_low
FBgn0039099	5	1	E1	broad	uniform_high
FBgn0039109	6	1	E5	E5	uniform_low
FBgn0039111	1	3	E4	E4	hourglass
FBgn0039118	3	2	E7	E7	inverse_hourglass
FBgn0039120	3	2	E1	broad	inverse_hourglass
FBgn0039125	4	5	E2	E2	late_constraint
FBgn0039126	1	5	E7	E7	hourglass
FBgn0039132	1	1	E1	E1	hourglass
FBgn0039135	2	1	E2	E2	early_constraint
FBgn0039136	6	4	E2	broad	uniform_low
FBgn0039137	5	2	E3	E3	uniform_high
FBgn0039141	5	5	E4	E4	uniform_high
FBgn0039149	6	2	E2	E2	uniform_low
FBgn0039150	1	5	E4	broad	hourglass
FBgn0039157	4	2	E6	E6	late_constraint
FBgn0039158	6	1	E1	E1	uniform_low
FBgn0039159	4	1	E1	E1	late_constraint
FBgn0039160	6	1	E1	E1	uniform_low
FBgn0039163	1	5	E1	E1	hourglass
FBgn0039175	1	1	E3	broad	hourglass
FBgn0039183	4	2	E1	E1	late_constraint
FBgn0039186	3	5	E3	E3	inverse_hourglass
FBgn0039187	4	5	E3	broad	late_constraint
FBgn0039188	3	5	E1	E1	inverse_hourglass
FBgn0039203	2	4	E6	E6	early_constraint
FBgn0039204	1	3	E3	E3	hourglass
FBgn0039207	1	1	E1	E1	hourglass
FBgn0039210	4	5	E1	E1	late_constraint
FBgn0039212	1	3	E3	broad	hourglass
FBgn0039215	5	1	E4	E4	uniform_high
FBgn0039219	6	4	E1	broad	uniform_low
FBgn0039229	4	5	E3	broad	late_constraint
FBgn0039234	4	2	E1	E1	late_constraint
FBgn0039249	4	2	E6	E6	late_constraint
FBgn0039251	6	1	E1	E1	uniform_low
FBgn0039252	4	2	E1	E1	late_constraint
FBgn0039254	5	2	E7	E7	uniform_high
FBgn0039259	6	5	E1	E1	uniform_low
FBgn0039260	4	1	E5	broad	late_constraint
FBgn0039261	1	1	E1	broad	hourglass
FBgn0039265	3	2	E1	E1	inverse_hourglass
FBgn0039269	1	1	E2	broad	hourglass
FBgn0039270	4	5	E1	E1	late_constraint
FBgn0039274	2	1	E1	E1	early_constraint
FBgn0039282	3	2	E8	E8	inverse_hourglass
FBgn0039283	5	5	E4	E4	uniform_high
FBgn0039290	5	2	E5	E5	uniform_high
FBgn0039296	5	3	E8	E8	uniform_high
FBgn0039297	2	4	E7	E7	early_constraint
FBgn0039302	4	5	E1	E1	late_constraint
FBgn0039303	3	2	E2	broad	inverse_hourglass
FBgn0039304	1	1	E1	broad	hourglass
FBgn0039305	6	1	E1	E1	uniform_low
FBgn0039321	6	3	E7	E7	uniform_low
FBgn0039326	2	4	E6	E6	early_constraint
FBgn0039335	5	1	E1	E1	uniform_high
FBgn0039337	3	5	E2	E2	inverse_hourglass
FBgn0039338	4	1	E2	E2	late_constraint
FBgn0039348	3	2	E4	E4	inverse_hourglass
FBgn0039350	6	1	E2	broad	uniform_low
FBgn0039356	6	3	E1	E1	uniform_low
FBgn0039357	6	3	E7	E7	uniform_low
FBgn0039360	4	4	E6	broad	late_constraint
FBgn0039402	1	1	E8	broad	hourglass
FBgn0039404	1	3	E2	E2	hourglass
FBgn0039407	3	5	E2	E2	inverse_hourglass
FBgn0039427	6	3	E1	E1	uniform_low
FBgn0039449	4	1	E1	E1	late_constraint
FBgn0039450	1	1	E3	broad	hourglass
FBgn0039451	5	1	E1	broad	uniform_high
FBgn0039459	4	1	E1	E1	late_constraint
FBgn0039462	1	1	E2	E2	hourglass
FBgn0039464	2	2	E8	E8	early_constraint
FBgn0039466	5	1	E4	broad	uniform_high
FBgn0039474	5	2	E8	E8	uniform_high
FBgn0039487	6	4	E3	E3	uniform_low
FBgn0039488	6	2	E1	E1	uniform_low
FBgn0039489	1	3	E1	E1	hourglass
FBgn0039492	6	5	E8	broad	uniform_low
FBgn0039505	1	5	E2	E2	hourglass
FBgn0039507	1	3	E4	E4	hourglass
FBgn0039508	5	3	E4	E4	uniform_high
FBgn0039528	3	2	E4	E4	inverse_hourglass
FBgn0039532	4	1	E1	E1	late_constraint
FBgn0039537	3	3	E1	broad	inverse_hourglass
FBgn0039543	3	5	E1	E1	inverse_hourglass
FBgn0039544	4	5	E1	E1	late_constraint
FBgn0039554	6	1	E1	E1	uniform_low
FBgn0039558	2	1	E1	E1	early_constraint
FBgn0039559	4	5	E2	E2	late_constraint
FBgn0039560	4	1	E3	E3	late_constraint
FBgn0039561	2	2	E5	broad	early_constraint
FBgn0039562	3	3	E3	E3	inverse_hourglass
FBgn0039563	3	3	E2	E2	inverse_hourglass
FBgn0039566	4	1	E2	E2	late_constraint
FBgn0039581	6	5	E3	broad	uniform_low
FBgn0039594	3	2	E5	E5	inverse_hourglass
FBgn0039600	6	2	E3	E3	uniform_low
FBgn0039601	6	4	E1	E1	uniform_low
FBgn0039623	4	1	E1	E1	late_constraint
FBgn0039627	1	1	E2	broad	hourglass
FBgn0039632	4	2	E4	E4	late_constraint
FBgn0039633	3	2	E2	E2	inverse_hourglass
FBgn0039635	6	3	E6	broad	uniform_low
FBgn0039636	1	1	E6	broad	hourglass
FBgn0039637	1	1	E5	broad	hourglass
FBgn0039639	6	4	E1	E1	uniform_low
FBgn0039641	1	1	E1	E1	hourglass
FBgn0039642	6	1	E2	E2	uniform_low
FBgn0039650	2	3	E1	E1	early_constraint
FBgn0039665	6	4	E1	broad	uniform_low
FBgn0039668	3	5	E4	broad	inverse_hourglass
FBgn0039674	2	2	E6	broad	early_constraint
FBgn0039682	3	3	E8	E8	inverse_hourglass
FBgn0039687	6	3	E2	E2	uniform_low
FBgn0039688	5	3	E3	E3	uniform_high
FBgn0039689	6	1	E7	broad	uniform_low
FBgn0039691	4	2	E1	E1	late_constraint
FBgn0039696	3	2	E3	E3	inverse_hourglass
FBgn0039697	6	2	E1	broad	uniform_low
FBgn0039698	2	4	E1	E1	early_constraint
FBgn0039705	1	1	E1	E1	hourglass
FBgn0039711	3	3	E1	E1	inverse_hourglass
FBgn0039712	1	5	E1	E1	hourglass
FBgn0039714	2	3	E7	E7	early_constraint
FBgn0039726	1	3	E2	broad	hourglass
FBgn0039732	6	3	E1	E1	uniform_low
FBgn0039733	5	1	E1	E1	uniform_high
FBgn0039740	6	1	E1	E1	uniform_low
FBgn0039741	5	1	E4	broad	uniform_high
FBgn0039743	6	3	E2	broad	uniform_low
FBgn0039751	5	5	E1	broad	uniform_high
FBgn0039756	6	3	E4	E4	uniform_low
FBgn0039760	2	4	E7	E7	early_constraint
FBgn0039764	1	3	E2	E2	hourglass
FBgn0039765	6	5	E2	broad	uniform_low
FBgn0039766	2	2	E1	E1	early_constraint
FBgn0039767	3	5	E1	broad	inverse_hourglass
FBgn0039800	3	5	E5	E5	inverse_hourglass
FBgn0039802	1	4	E2	E2	hourglass
FBgn0039805	2	4	E6	E6	early_constraint
FBgn0039820	2	4	E7	E7	early_constraint
FBgn0039828	2	4	E1	E1	early_constraint
FBgn0039829	5	2	E1	E1	uniform_high
FBgn0039831	3	2	E3	broad	inverse_hourglass
FBgn0039836	2	3	E2	E2	early_constraint
FBgn0039849	3	2	E1	E1	inverse_hourglass
FBgn0039856	3	2	E8	broad	inverse_hourglass
FBgn0039860	5	5	E2	E2	uniform_high
FBgn0039861	6	2	E1	E1	uniform_low
FBgn0039863	6	3	E1	E1	uniform_low
FBgn0039867	6	5	E1	E1	uniform_low
FBgn0039868	2	4	E1	E1	early_constraint
FBgn0039869	2	1	E2	E2	early_constraint
FBgn0039870	6	1	E1	E1	uniform_low
FBgn0039873	2	4	E7	E7	early_constraint
FBgn0039875	3	5	E4	broad	inverse_hourglass
FBgn0039876	5	1	E2	E2	uniform_high
FBgn0039877	1	3	E7	E7	hourglass
FBgn0039881	6	2	E1	E1	uniform_low
FBgn0039882	5	2	E7	E7	uniform_high
FBgn0039883	3	2	E7	E7	inverse_hourglass
FBgn0039890	3	2	E1	broad	inverse_hourglass
FBgn0039897	2	3	E6	E6	early_constraint
FBgn0039900	1	1	E5	E5	hourglass
FBgn0039904	4	5	E2	broad	late_constraint
FBgn0039907	5	2	E1	broad	uniform_high
FBgn0039908	6	2	E2	broad	uniform_low
FBgn0039914	4	1	E5	broad	late_constraint
FBgn0039915	2	2	E7	E7	early_constraint
FBgn0039923	5	1	E1	broad	uniform_high
FBgn0039924	6	4	E2	broad	uniform_low
FBgn0039927	2	4	E8	E8	early_constraint
FBgn0039928	5	2	E5	broad	uniform_high
FBgn0039936	4	1	E1	broad	late_constraint
FBgn0039941	3	3	E2	E2	inverse_hourglass
FBgn0039943	2	4	E1	E1	early_constraint
FBgn0039955	1	3	E1	E1	hourglass
FBgn0039958	4	5	E1	E1	late_constraint
FBgn0039959	3	5	E7	broad	inverse_hourglass
FBgn0039965	1	3	E2	broad	hourglass
FBgn0039966	2	4	E8	broad	early_constraint
FBgn0039970	2	3	E1	E1	early_constraint
FBgn0039977	6	2	E1	E1	uniform_low
FBgn0039994	1	1	E1	E1	hourglass
FBgn0040005	1	1	E1	E1	hourglass
FBgn0040011	6	1	E1	broad	uniform_low
FBgn0040020	6	1	E1	E1	uniform_low
FBgn0040022	4	5	E3	broad	late_constraint
FBgn0040056	4	5	E8	E8	late_constraint
FBgn0040064	1	3	E8	broad	hourglass
FBgn0040068	4	1	E5	E5	late_constraint
FBgn0040071	2	3	E3	E3	early_constraint
FBgn0040075	1	1	E1	E1	hourglass
FBgn0040078	4	1	E1	E1	late_constraint
FBgn0040087	1	3	E3	E3	hourglass
FBgn0040089	3	2	E3	E3	inverse_hourglass
FBgn0040206	6	1	E1	E1	uniform_low
FBgn0040228	6	1	E1	E1	uniform_low
FBgn0040230	1	3	E1	E1	hourglass
FBgn0040233	5	1	E4	broad	uniform_high
FBgn0040234	3	2	E6	E6	inverse_hourglass
FBgn0040236	1	3	E2	broad	hourglass
FBgn0040237	5	3	E4	broad	uniform_high
FBgn0040238	5	5	E6	E6	uniform_high
FBgn0040239	6	1	E1	broad	uniform_low
FBgn0040259	1	3	E7	E7	hourglass
FBgn0040260	5	4	E6	E6	uniform_high
FBgn0040271	4	2	E2	E2	late_constraint
FBgn0040273	6	2	E3	broad	uniform_low
FBgn0040283	4	1	E2	E2	late_constraint
FBgn0040285	5	2	E4	broad	uniform_high
FBgn0040294	6	1	E5	broad	uniform_low
FBgn0040297	6	1	E8	broad	uniform_low
FBgn0040305	6	3	E1	broad	uniform_low
FBgn0040308	1	5	E3	broad	hourglass
FBgn0040309	1	1	E7	E7	hourglass
FBgn0040319	2	4	E8	E8	early_constraint
FBgn0040324	4	5	E1	E1	late_constraint
FBgn0040334	2	4	E1	E1	early_constraint
FBgn0040337	5	2	E1	E1	uniform_high
FBgn0040346	6	4	E1	E1	uniform_low
FBgn0040373	6	5	E2	E2	uniform_low
FBgn0040375	1	5	E1	E1	hourglass
FBgn0040382	6	5	E6	E6	uniform_low
FBgn0040384	2	4	E7	E7	early_constraint
FBgn0040389	2	4	E1	broad	early_constraint
FBgn0040394	6	2	E3	E3	uniform_low
FBgn0040395	4	1	E4	E4	late_constraint
FBgn0040397	3	5	E5	broad	inverse_hourglass
FBgn0040465	3	3	E1	broad	inverse_hourglass
FBgn0040466	4	5	E1	E1	late_constraint
FBgn0040467	6	1	E2	E2	uniform_low
FBgn0040475	5	1	E6	E6	uniform_high
FBgn0040487	4	1	E2	E2	late_constraint
FBgn0040493	5	1	E4	E4	uniform_high
FBgn0040503	4	2	E3	E3	late_constraint
FBgn0040534	4	2	E2	E2	late_constraint
FBgn0040551	3	3	E4	E4	inverse_hourglass
FBgn0040575	6	3	E2	E2	uniform_low
FBgn0040634	6	4	E7	E7	uniform_low
FBgn0040636	6	5	E6	E6	uniform_low
FBgn0040658	2	4	E7	E7	early_constraint
FBgn0040666	6	1	E1	broad	uniform_low
FBgn0040699	2	4	E6	E6	early_constraint
FBgn0040725	2	1	E8	E8	early_constraint
FBgn0040736	2	4	E8	E8	early_constraint
FBgn0040751	6	1	E2	E2	uniform_low
FBgn0040752	5	2	E4	broad	uniform_high
FBgn0040754	6	1	E2	E2	uniform_low
FBgn0040777	1	3	E2	broad	hourglass
FBgn0040786	6	3	E1	E1	uniform_low
FBgn0040799	5	1	E6	E6	uniform_high
FBgn0040805	3	2	E7	E7	inverse_hourglass
FBgn0040817	2	4	E7	E7	early_constraint
FBgn0040837	2	2	E8	E8	early_constraint
FBgn0040890	6	3	E2	E2	uniform_low
FBgn0040899	3	2	E2	broad	inverse_hourglass
FBgn0040907	6	4	E1	broad	uniform_low
FBgn0040918	4	5	E6	broad	late_constraint
FBgn0040928	4	5	E1	E1	late_constraint
FBgn0040929	4	5	E1	E1	late_constraint
FBgn0040931	3	2	E8	broad	inverse_hourglass
FBgn0040942	5	3	E2	E2	uniform_high
FBgn0040950	2	4	E7	E7	early_constraint
FBgn0040959	2	1	E7	E7	early_constraint
FBgn0040964	2	1	E1	E1	early_constraint
FBgn0040985	6	4	E7	broad	uniform_low
FBgn0041111	5	2	E8	broad	uniform_high
FBgn0041160	1	1	E2	E2	hourglass
FBgn0041171	4	1	E2	E2	late_constraint
FBgn0041174	1	1	E2	E2	hourglass
FBgn0041180	3	4	E8	E8	inverse_hourglass
FBgn0041182	2	1	E4	E4	early_constraint
FBgn0041186	1	1	E2	E2	hourglass
FBgn0041194	5	4	E5	E5	uniform_high
FBgn0041205	6	1	E1	E1	uniform_low
FBgn0041210	5	5	E8	E8	uniform_high
FBgn0041342	4	1	E4	broad	late_constraint
FBgn0041585	1	5	E2	broad	hourglass
FBgn0041588	3	2	E3	broad	inverse_hourglass
FBgn0041604	5	3	E4	broad	uniform_high
FBgn0041605	2	4	E5	E5	early_constraint
FBgn0041630	5	1	E6	E6	uniform_high
FBgn0041702	1	5	E2	E2	hourglass
FBgn0041781	1	1	E4	E4	hourglass
FBgn0042083	2	3	E7	E7	early_constraint
FBgn0042085	3	5	E2	E2	inverse_hourglass
FBgn0042092	1	3	E2	E2	hourglass
FBgn0042104	5	4	E7	E7	uniform_high
FBgn0042111	6	4	E2	E2	uniform_low
FBgn0042125	6	4	E1	E1	uniform_low
FBgn0042127	6	3	E1	E1	uniform_low
FBgn0042132	6	1	E3	broad	uniform_low
FBgn0042134	3	5	E3	E3	inverse_hourglass
FBgn0042135	6	5	E8	E8	uniform_low
FBgn0042138	6	1	E7	broad	uniform_low
FBgn0042177	5	5	E1	E1	uniform_high
FBgn0042180	5	1	E1	E1	uniform_high
FBgn0042205	3	5	E1	E1	inverse_hourglass
FBgn0042206	2	4	E7	E7	early_constraint
FBgn0042213	6	3	E2	broad	uniform_low
FBgn0042693	2	2	E1	broad	early_constraint
FBgn0042712	3	3	E3	broad	inverse_hourglass
FBgn0043012	6	1	E2	broad	uniform_low
FBgn0043070	1	2	E5	broad	hourglass
FBgn0043364	6	1	E5	E5	uniform_low
FBgn0043455	6	1	E1	E1	uniform_low
FBgn0043457	6	5	E1	E1	uniform_low
FBgn0043458	1	3	E1	broad	hourglass
FBgn0043470	2	4	E7	E7	early_constraint
FBgn0043792	1	1	E5	E5	hourglass
FBgn0043799	5	5	E1	E1	uniform_high
FBgn0043900	1	1	E1	E1	hourglass
FBgn0043903	3	2	E2	broad	inverse_hourglass
FBgn0044011	2	4	E6	E6	early_constraint
FBgn0044020	6	1	E1	E1	uniform_low
FBgn0044047	2	4	E3	E3	early_constraint
FBgn0044323	5	2	E4	E4	uniform_high
FBgn0044324	6	2	E2	E2	uniform_low
FBgn0044452	6	3	E6	E6	uniform_low
FBgn0044510	3	2	E1	E1	inverse_hourglass
FBgn0044511	6	2	E1	E1	uniform_low
FBgn0044823	3	2	E1	E1	inverse_hourglass
